Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary_USD,PTS,TRB,AST,STL,BLK,TOV,Cost_Per_WS,Performance_Trajectory,PNS,Salary_Gap
MALAKI BRANHAM,21,SAS,SG,47,0,427,12,0.575,0.442,0.174,1.8,11.1,6.4,13.4,1.2,0.4,14.3,23.8,-0.1,0.2,0.1,0.007,-1.2,-1.9,-3.2,-0.1,3217920,5.8,1.4,1.2,0.3,0.1,1.2,32179200,Rising - Below Avg,2.65,2884020.503
JORDAN MILLER,25,LAC,SF,37,0,420,10.5,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2,1.2,14.8,18.2,-0.1,0.5,0.4,0.049,-3,0.2,-2.8,-0.1,1050000,5.9,2.1,1.3,0.5,0.1,0.9,2625000,Rising - Below Avg,2.64,-285597.988
MO BAMBA,26,TOT,C,32,2,413,13.9,0.557,0.482,0.241,8.8,30.5,19.7,6,1.1,7.4,13.9,15.2,0.2,0.8,1,0.117,-2.7,1.9,-0.9,0.1,2207491,4.1,3.8,0.6,0.4,1,0.6,2207491,Peak - Above Avg,2.51,-1131503.97
DAVID RODDY,23,TOT,PF,33,3,410,11.9,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2,13.9,16,0.1,0.4,0.5,0.062,-1.6,0.1,-1.5,0.1,2967212,4.7,2.4,1.1,0.4,0.2,0.9,5934424,Rising - Below Avg,1.9,1297714.515
TAJ GIBSON,39,CHO,C,37,11,409,10.8,0.515,0.021,0.211,13,18.4,15.6,7.5,1.1,4.3,19.4,13.4,0,0.4,0.4,0.043,-5.2,-0.1,-5.3,-0.3,2087519,2.6,3.2,0.5,0.4,0.2,0.6,5218797.5,Veteran - Below Avg,1.76,751921.012
OUSMANE DIENG,21,OKC,C,37,1,405,11.5,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2,1.7,12,15.7,0.1,0.7,0.9,0.104,-2,1.1,-0.9,0.1,5027040,2.9,2.4,0.7,0.7,0.2,0.3,5585600,Rising - Above Avg,1.585,2021944.527
JORDAN WALSH,20,BOS,PF,52,1,403,6.9,0.464,0.663,0.145,6.2,12.4,9.3,6,1.5,2.5,16.1,11.5,-0.2,0.5,0.4,0.044,-4.4,0.5,-3.9,-0.2,1891857,1.7,1.3,0.3,0.3,0.3,0.3,4729642.5,Rising - Below Avg,0.93,556259.012
HUNTER TYSON,24,DEN,PF,51,2,400,9,0.506,0.617,0.233,7.2,13.9,10.7,6.1,1.2,1.3,9.6,15.5,0.1,0.3,0.4,0.047,-3.3,-1.5,-4.8,-0.3,1891857,2.6,1.7,0.5,0.2,0.2,0.4,4729642.5,Rising - Below Avg,1.205,556259.012
ANTHONY GILL,32,WAS,PF,51,0,397,10.2,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,0.4,0.1,0.5,0.058,-3,-1.5,-4.5,-0.3,2237691,2.3,1.2,0.3,0.2,0,0.2,4475382,Veteran - Below Avg,0.91,568193.515
DEVIN CARTER,22,SAC,PG,36,0,396,10.8,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1,11,17.9,-0.1,0.4,0.4,0.043,-3.5,0.3,-3.2,-0.1,4689000,0,5,2,0,0,0,11722500,Rising - Below Avg,1.2,3353402.012
JEFF GREEN,38,HOU,PF,32,3,396,13.6,0.649,0.653,0.215,2.9,12.9,7.8,7,0.7,0.9,6.4,14.7,0.9,0.4,1.3,0.159,0.3,0,0.4,0.2,8000000,3,1.2,0.1,0.3,0,0.3,6153846.2,Veteran - Above Avg,1.065,3659306.539
REGGIE JACKSON,34,PHI,PG,31,1,384,9.8,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11,17.5,0,0.2,0.1,0.015,-3.2,-0.8,-4,-0.2,4033748,3.8,1.3,1.8,0.5,0.2,0.5,40337480,Veteran - Below Avg,2.19,3699848.503
BAYLOR SCHEIERMAN,24,BOS,SG,31,2,384,10.3,0.49,0.745,0.109,5.4,13,9.2,11.3,2.2,0.5,9.4,14.5,0.2,0.5,0.7,0.089,-2.5,0.8,-1.7,0,2494320,0.8,1.4,0.4,0.2,0,0,3563314.3,Rising - Above Avg,0.6,157023.521
ALEX LEN,31,TOT,C,46,7,380,10.6,0.525,0.143,0.27,11.3,16.7,14,12.6,1.2,5.4,22.1,10.3,0.2,0.4,0.7,0.083,-3.9,1.2,-2.6,-0.1,2831348,1.6,1.9,0.9,0.2,0.6,0.3,4044782.9,Veteran - Below Avg,1.195,494051.521
JOHNNY FURPHY,20,IND,SG,50,0,379,9.8,0.506,0.543,0.239,6.8,14,10.4,6.2,2.3,2.6,10.6,13,0.1,0.5,0.5,0.07,-3,0.6,-2.5,0,1850842,2.8,1.4,0.4,0.4,0.3,0.4,3701684,Rising - Below Avg,1.34,181344.515
CHARLES BASSEY,24,SAS,C,36,1,376,19,0.597,0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,0.5,0.6,1.1,0.136,-1.7,0.6,-1.1,0.1,2087519,4.8,4.2,0.5,0.3,1,0.7,1897744.5,Rising - Above Avg,2.775,-1585375.467
DOMINICK BARLOW,21,ATL,PF,35,4,375,14.6,0.58,0.239,0.292,10,15,12.4,6.9,1.1,3.9,3.8,14.5,0.7,0.3,1,0.131,-1.4,-0.8,-2.2,0,491887,1,0.7,0.2,0.2,0,0,491887,Rising - Above Avg,0.475,-2847107.97
JADEN SPRINGER,22,TOT,PG,43,2,365,10.7,0.511,0.533,0.422,5.1,12.1,8.6,12.1,3.2,1,13,14.3,0.1,0.4,0.5,0.07,-4.3,1.6,-2.7,-0.1,4772772,1.4,1,0.4,0.3,0,0.1,9545544,Rising - Below Avg,0.79,3103274.515
ROBERT WILLIAMS,27,POR,C,20,3,351,18.9,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,0.6,0.7,1.3,0.175,-0.1,3.2,3,0.4,12428571,6.8,4.9,1.1,0.7,1.5,0.8,9560439.2,Peak - Above Avg,3.63,8087877.539
DOUG MCDERMOTT,33,SAC,SF,42,3,342,9.5,0.617,0.863,0.043,1,6.2,3.6,2.8,0.6,0.6,4.8,15.7,0.4,0.1,0.4,0.061,-0.8,-2.4,-3.2,-0.1,2087519,3.7,0.7,0.1,0.2,0,0.1,5218797.5,Veteran - Below Avg,1.335,751921.012
TERRENCE SHANNON JR.,24,MIN,SG,32,1,339,11.9,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1,1.4,10.9,17.7,0.3,0.4,0.6,0.091,-2.1,0,-2.1,0,2546640,1.5,0.2,0.5,0.2,0.1,0.3,4244400,Rising - Above Avg,0.76,543243.018
TRISTAN THOMPSON,33,CLE,C,40,0,328,9.1,0.41,0.042,0.423,10.9,32.7,22.1,8.8,0.3,3,14.3,12.7,-0.2,0.5,0.4,0.057,-4.9,0.3,-4.6,-0.2,2087519,2.3,2.6,0.3,0,0.3,0.4,5218797.5,Veteran - Below Avg,1.46,751921.012
MAXWELL LEWIS,22,TOT,SF,28,1,327,9.9,0.516,0.463,0.093,6,13.5,9.5,9,1.4,2.1,11.1,16.9,-0.1,0.3,0.2,0.03,-3.2,-1.1,-4.4,-0.2,1891857,0.9,0.3,0.3,0.1,0,0.3,9459285,Rising - Below Avg,0.42,1224058.006
JEVON CARTER,29,CHI,PG,36,1,321,12.2,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21,0.1,0.3,0.3,0.046,-1,-1.1,-2.1,0,6500000,3.5,0.9,0.9,0.3,0,0.4,21666666.7,Peak - Below Avg,1.69,5498301.509
PATTY MILLS,36,TOT,PG,29,0,321,8.4,0.543,0.781,0.146,1.4,6,3.7,11.1,1.9,0.9,14.3,15.6,0,0.1,0.1,0.017,-3.2,0,-3.2,-0.1,2087519,3.6,0.9,1.4,0.7,0.2,0.9,20875190,Veteran - Below Avg,1.98,1753619.503
TRE MANN,23,CHO,PG,13,0,319,13.3,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26,0,0.1,0.1,0.019,-0.6,-1.9,-2.4,0,4908373,14.1,2.9,3,0.5,0.3,1.9,49083730,Rising - Below Avg,6.375,4574473.503
JALEN HOOD-SCHIFINO,21,TOT,SG,15,0,315,7.9,0.494,0.469,0.214,1.1,9,4.9,16.7,0.8,2.2,14.4,17.3,-0.2,0.1,-0.1,-0.015,-4.4,-2.5,-6.9,-0.4,3879840,2,0.5,0.5,0,0.5,0.5,N/A,Rising - Below Avg,0.925,N/A
TORREY CRAIG,34,TOT,SF,26,4,314,12.9,0.567,0.733,0.133,9.3,15.6,12.5,7.2,1.3,3.5,7.7,14.1,0.4,0.4,0.8,0.122,-1,0.1,-0.9,0.1,3625162,6.9,2.8,0.6,0.2,0.1,0,4531452.5,Veteran - Above Avg,2.93,953966.024
JORDAN MCLAUGHLIN,28,TOT,PG,46,0,314,12.3,0.6,0.639,0.306,2.1,8.5,5.3,21,2.5,0.3,16.4,13.3,0.4,0.2,0.6,0.098,-1.6,0,-1.6,0,2087519,2.1,0.8,0.9,0.4,0,0.4,3479198.3,Peak - Below Avg,1.21,84122.01796
ISAAC JONES,24,SAC,PF,40,0,304,15.2,0.678,0.096,0.434,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0.5,0.2,0.7,0.115,-0.9,-0.8,-1.7,0,152957,3.6,1.5,0.2,0.1,0.4,0.5,218510,Rising - Above Avg,1.38,-2184339.479
TYLER KOLEK,23,NYK,PG,41,0,296,10.3,0.453,0.573,0.207,3.1,7.3,5.2,29.5,2,1.3,16.7,15.8,0.1,0.3,0.4,0.058,-2.6,-0.3,-2.8,-0.1,2087519,2.4,0.7,0.8,0.3,0.1,0.4,5218797.5,Rising - Below Avg,1.25,751921.012
JOSH MINOTT,22,MIN,SF,46,0,276,15.5,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4,10.1,17.2,0.4,0.5,0.9,0.153,-0.7,2.9,2.2,0.3,2019699,3.4,1.4,0.6,0.5,0.4,0.3,2244110,Rising - Above Avg,1.605,-985396.4731
KOBE BROWN,25,LAC,PF,40,0,272,10.8,0.513,0.361,0.097,8,18.9,13.5,11.9,1.3,1.5,13.8,14,0.1,0.4,0.5,0.085,-2.5,0.4,-2.1,0,2533920,2.8,2.1,0.6,0.1,0,0,5067840,Rising - Above Avg,1.31,864422.515
MARVIN BAGLEY III,25,TOT,PF,31,2,265,18.4,0.56,0.179,0.33,15,18.2,16.6,6.5,1.6,2.7,9,20.9,0.4,0.2,0.6,0.108,0.4,-1.6,-1.2,0.1,12500000,4.9,2.9,0.4,0.4,0.3,0.6,20833333.3,Rising - Above Avg,2.145,10496603.02
KEVIN LOVE,36,MIA,PF,23,9,251,16.2,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3,1.5,10.1,24.6,-0.1,0.5,0.4,0.083,-0.3,0.7,0.4,0.2,3850000,5.9,4.5,1.2,0.8,0.1,0.8,9625000,Veteran - Below Avg,2.905,2514402.012
PAT SPENCER,28,GSW,PG,39,0,250,12.6,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-0.1,0.4,0.3,0.055,-3,1.4,-1.6,0,438810,1.3,1.1,1.5,0.5,0,0.4,1462700,Peak - Below Avg,1.19,-562888.491
BRANDEN CARLSON,25,OKC,C,32,0,246,17.6,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1,8.6,6.3,19.3,0.4,0.5,0.9,0.177,0.5,0.8,1.3,0.2,496519,0.6,1.3,0.4,0.1,0.1,0.1,551687.8,Rising - Above Avg,0.62,-2508576.473
DARIQ WHITEHEAD,20,BRK,SF,20,0,246,9.4,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-0.1,0.1,0.1,0.01,-1.5,-2.2,-3.7,-0.1,3114240,4.5,0.8,0.3,0.8,0.3,0.8,31142400,Rising - Below Avg,1.76,2780340.503
JOHNNY DAVIS,22,WAS,SG,34,0,242,10.2,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-0.1,0.2,0.1,0.01,-3.5,0.7,-2.8,0,5291160,2.9,1.4,0.4,0.5,0.3,0.2,52911600,Rising - Below Avg,1.395,4957260.503
BONES HYLAND,24,TOT,PG,24,0,239,16,0.576,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.1,0.4,0.5,0.095,0.9,1.8,2.7,0.3,4158439,7.6,1.1,1.3,0.9,0.3,1.1,8316878,Rising - Above Avg,3.405,2488941.515
XAVIER TILLMAN SR.,26,BOS,C,33,2,231,2.4,0.31,0.604,0.075,4.7,15.5,10.1,3.8,2.4,2,20.4,13.1,-0.7,0.4,-0.3,-0.057,-8.4,0.3,-8.1,-0.4,2237691,1.1,1.5,0.3,0.4,0.2,0.3,N/A,Peak - Below Avg,0.865,N/A
GARRETT TEMPLE,38,TOR,SG,28,0,227,8.5,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-0.1,0.3,0.2,0.033,-5.7,2.1,-3.6,-0.1,2087519,0.5,0.8,0.6,0.4,0.1,0.4,10437595,Veteran - Below Avg,0.545,1419720.006
JARED RHODEN,25,TOT,SG,14,2,227,16.4,0.602,0.448,0.287,6.5,13.5,9.9,10.5,2.1,0.8,8.4,19.7,0.4,0.2,0.6,0.131,-0.5,0,-0.5,0.1,119972,1,1,0.5,0.3,0,0.3,199953.3,Rising - Above Avg,0.685,-1883424.982
LUKA GARZA,26,MIN,C,39,0,219,18.8,0.573,0.343,0.333,16,11.5,13.7,8.2,1.4,1.3,9.1,26.2,0.4,0.3,0.7,0.144,-0.4,-1.9,-2.3,0,2162606,3.9,1.2,0.1,0.1,0,0.3,3089437.1,Peak - Above Avg,1.215,-174690.479
ARIEL HUKPORTI,22,NYK,C,25,1,217,7.6,0.654,0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-0.2,0.3,0.1,0.02,-6.5,0.9,-5.6,-0.2,1064049,1.8,1.8,0.5,0,0.7,0.8,10640490,Rising - Below Avg,1.2,730149.503
BRONNY JAMES,20,LAL,SG,27,1,181,7.1,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-0.3,0.2,-0.2,-0.043,-5.9,-1.3,-7.2,-0.2,1157153,0.5,0.1,0.4,0.1,0.1,0,N/A,Rising - Below Avg,0.345,N/A
COLE SWIDER,25,TOT,SF,10,0,169,6.5,0.465,0.746,0.016,3.1,14.3,8.6,2.3,1.1,1.1,5.9,16.7,-0.2,0.1,0,-0.009,-4.9,-2.4,-7.3,-0.2,227947,0,1,0.5,0,0,0,N/A,Rising - Below Avg,0.35,N/A
JAYLEN NOWELL,25,NOP,SG,8,0,168,7.5,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-0.2,0,-0.2,-0.069,-3.2,-2.5,-5.7,-0.2,446743,8.4,2.5,2.3,0.1,0.5,1,N/A,Rising - Below Avg,4.015,N/A
MARKIEFF MORRIS,35,TOT,PF,15,2,165,6,0.385,0.514,0.086,2.1,13.1,7.8,17.5,0.6,1.7,6.4,20.5,-0.3,0.1,-0.2,-0.044,-5.2,-2.5,-7.6,-0.2,2087519,2,1.2,0.6,0,0.2,0.4,N/A,Veteran - Below Avg,0.88,N/A
MARJON BEAUCHAMP,24,TOT,SF,35,0,156,12.3,0.535,0.446,0.308,8,22.6,15.6,10.2,1.2,0.6,16.9,24.9,-0.1,0.2,0.1,0.02,-2.7,-1.6,-4.3,-0.1,2733720,1.7,1.1,0.1,0.1,0,0.7,27337200,Rising - Below Avg,0.82,2399820.503
JOSH RICHARDSON,31,MIA,SG,8,0,150,4.4,0.402,0.579,0.105,4.5,4.4,4.4,10.5,2.7,0.6,16.8,14.1,-0.2,0.2,-0.1,-0.021,-7.3,0.6,-6.7,-0.2,3051153,4,1.5,1.5,1,0.1,1,N/A,Veteran - Below Avg,2.275,N/A
BRUNO FERNANDO,26,TOR,C,17,2,147,15.3,0.552,0,0.163,15,22.4,18.6,17.9,1.3,5.8,21,18.9,0,0.2,0.3,0.085,-3,2.3,-0.7,0.1,1115128,3.4,3,1.1,0.2,0.5,0.8,3717093.3,Peak - Below Avg,1.91,113429.509
DAMION LEE,32,PHO,SG,25,0,144,11.9,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0,10.7,28.6,-0.2,0.1,-0.1,-0.031,-2.9,-2.1,-5.1,-0.1,2087519,2.4,0.7,0.7,0.3,0,0.4,N/A,Veteran - Below Avg,1.215,N/A
KOBE BUFKIN,21,ATL,SG,10,0,124,10.5,0.483,0.404,0.383,4.3,14.5,9.3,18.2,1.1,1.5,12.7,20.8,0,0.1,0,0.018,-3.4,-0.5,-4,-0.1,4299000,5.3,2.1,1.7,0.3,0.2,0.8,N/A,Rising - Below Avg,2.72,N/A
TYLER SMITH,20,MIL,PF,23,0,122,15.2,0.626,0.6,0.16,5.6,16.3,11.1,4.9,1.2,3.1,13,22.1,0.1,0.1,0.2,0.083,0.4,-1.2,-0.9,0,1157153,2,0.9,0.1,0,0.3,0.3,5785765,Rising - Above Avg,0.805,489354.006
DE'ANTHONY MELTON,26,GSW,SG,6,2,121,13.3,0.539,0.648,0.148,5.2,12.8,8.9,21.1,2.8,1.6,14.8,23.5,0,0.2,0.2,0.076,-1.6,0.8,-0.8,0,12822000,10.3,3.3,2.8,1.2,0.3,1.7,64110000,Peak - Below Avg,5.155,12154201.01
MOSES BROWN,25,TOT,C,13,2,119,22.4,0.706,0,0.224,11.3,29,20.3,2.9,2.4,2.9,17,23.5,0.2,0.2,0.4,0.146,-0.3,0.5,0.1,0.1,426632,3.2,1.4,0,0.2,0.1,0.7,1066580,Rising - Above Avg,1.19,-908965.988
JOE INGLES,37,MIN,SF,19,1,114,2.4,0.326,0.652,0,2,8.6,5.4,25.4,0.9,0,28.1,12.2,-0.2,0.1,-0.1,-0.035,-6.9,-0.1,-7,-0.1,2087519,0,0.3,1.3,0,0,0.1,N/A,Veteran - Below Avg,0.335,N/A
SIDY CISSOKO,20,TOT,SF,22,0,114,6.7,0.471,0.433,0.3,7.4,12.4,9.9,17.7,0.9,0.8,24.5,16.6,-0.2,0.1,-0.1,-0.045,-4.8,-0.3,-5.1,-0.1,1891857,1.2,0.6,0.5,0,0,0.1,N/A,Rising - Below Avg,0.61,N/A
PATRICK BALDWIN JR.,22,TOT,SF,24,0,107,16.2,0.721,0.657,0.114,4.8,19.7,12.3,4.6,1.3,1.7,12,16.4,0.1,0.1,0.2,0.098,2.4,-0.9,1.5,0.1,2448840,2,0.8,0.1,0.1,0.1,0.1,12244200,Rising - Above Avg,0.845,1781041.006
CHRIS LIVINGSTON,21,MIL,SF,21,1,106,9.8,0.441,0.296,0.593,10.7,24.6,17.9,6,2.3,0,15,16.6,-0.1,0.2,0.1,0.035,-5,-1.1,-6.1,-0.1,1891857,0.7,0.7,0.3,0.3,0,0.3,18918570,Rising - Below Avg,0.49,1557957.503
JAE CROWDER,34,SAC,PF,9,2,103,6.6,0.467,0.682,0.273,6.5,15.3,10.9,7.1,1.4,0,14,12,0,0.1,0.1,0.026,-3.8,-0.5,-4.3,-0.1,1655619,3.3,2.8,0.7,0.5,0,0.7,16556190,Veteran - Below Avg,1.715,1321719.503
KESHAD JOHNSON,23,MIA,SF,16,0,98,19.1,0.718,0.269,0.346,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0.2,0.2,0.4,0.181,-1,0.9,-0.1,0,724883,1.8,2.3,0.3,0,0.8,0.3,1812207.5,Rising - Above Avg,1.255,-610714.988
JD DAVISON,22,BOS,PG,16,0,93,6.5,0.445,0.529,0.206,2.3,12.8,7.6,19.1,2.7,1,26,23.6,-0.3,0.1,-0.2,-0.081,-5.9,-0.3,-6.2,-0.1,11997,1.2,0.4,0.2,0.2,0,1.2,N/A,Rising - Below Avg,0.57,N/A
ISAIAH JACKSON,23,IND,C,5,1,84,18.2,0.6,0,0.609,14.7,22.3,18.6,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,0.153,-1,1.8,0.8,0.1,4435381,7,5.6,1,0.6,1.6,1,14784603.3,Rising - Above Avg,3.93,3433682.509
TAYLOR HENDRICKS,21,UTA,PF,3,3,75,7.1,0.354,0.667,0.222,7.2,14.3,10.8,3.4,3.2,5,9.2,12.1,-0.1,0.1,0,-0.008,-4.8,1.3,-3.5,0,5848680,4.7,5,0.7,1.7,1.3,0.7,N/A,Rising - Below Avg,3.335,N/A
CHRIS DUARTE,27,CHI,SG,17,0,74,16.5,0.61,0.577,0.308,7.2,20.9,14.2,16.6,0,0,3.3,17.2,0.2,0,0.3,0.171,2.2,-1,1.2,0.1,5893768,2.4,1.2,0.4,0,0,0.1,19645893.3,Peak - Above Avg,1.1,4892069.509
MATT RYAN,27,NYK,SF,19,0,68,6.1,0.439,0.613,0.065,0,13.4,6.8,5.9,1.5,0,8.6,22.3,-0.1,0.1,-0.1,-0.057,-5.1,-2.3,-7.5,-0.1,621439,1.5,0.2,0,0.1,0,0.3,N/A,Peak - Below Avg,0.515,N/A
CAM CHRISTIE,19,LAC,SG,13,0,59,9.1,0.349,0.542,0.167,5.8,17,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0,-0.005,-5.5,3,-2.5,0,1157153,5,3,0,2,0,1,N/A,Rising - Below Avg,2.45,N/A
E.J. LIDDELL,24,CHI,PF,12,0,53,11.1,0.661,0.667,0.133,6,11.7,8.9,7.6,0.9,1.6,11.2,14.1,0.1,0,0.1,0.108,-2.7,-1.4,-4.1,0,706898,2.5,0.8,0.5,0.2,0.2,0.3,7068980,Rising - Above Avg,0.87,372998.503
JAMES JOHNSON,37,IND,PF,12,0,37,0,0.35,0.273,0.091,0,17.9,9,13.7,0,4.9,25.9,18,-0.2,0,-0.1,-0.162,-9.6,-0.2,-9.7,-0.1,2087519,1.6,0.8,0.6,0,0.4,0.8,N/A,Veteran - Below Avg,0.72,N/A
PJ DOZIER,28,MIN,SG,9,0,35,9.5,0.621,1,2,3.2,12.5,7.9,18.1,1.4,0,15.1,8.2,0,0,0.1,0.107,-2,2.7,0.7,0,1051255,0.8,0.6,0.6,0.1,0,0.1,10512550,Peak - Below Avg,0.57,717355.503
LEONARD MILLER,21,MIN,SF,13,0,32,19.9,0.54,0.333,0.533,10.6,27.3,19.1,0,3.1,2.9,9.7,27.8,0,0.1,0.1,0.145,-3.4,-0.3,-3.7,0,1891857,2,0,0,1,0,0,18918570,Rising - Above Avg,0.75,1557957.503
MALEVY LEONS,25,OKC,SF,6,0,21,-2.3,0.266,0.5,2,5.2,10,7.7,5.1,0,0,21,9.6,0,0,0,-0.052,-10.4,-1.9,-12.4,-0.1,126356,0.3,0.5,0.2,0,0,0.2,N/A,Rising - Below Avg,0.255,N/A
DAISHEN NIX,22,MIN,PG,3,0,13,-7,0.266,1,2,0,33.6,17.1,27.2,0,0,68,19.6,-0.1,0,-0.1,-0.327,-14.9,-1.2,-16.2,0,119972,0.3,1.3,1,0,0,1.3,N/A,Rising - Below Avg,0.585,N/A
JAMES WISEMAN,23,IND,C,1,0,5,31.2,0.615,0.25,0.5,0,22.1,11.1,0,0,0,0,42.2,0,0,0,0.237,6,-4.4,1.6,0,2237691,6,1,0,0,0,0,N/A,Rising - Above Avg,1.55,N/A
